ans_id,question_id,content
1877,1877,在正常情况下，人们在受到外伤时，就会产生脑震荡的现象，不过脑震荡轻微是不会引起癫痫疾病的，除非是有某种诱因，比如说精神上的压力或者是一些生活环境的影响，并且在外伤后，必须要对脑部进行及时的处理，预防脑部癫痫疾病的发生。
1878,1878,药物只是起到一定控制作用，并不能解决根本问题，而且长期服用对肝功能、肾功能都是有影响的。癫痫发作是由于大脑神经元细胞受损导致异常放电而致，想要彻底杜绝癫痫发作就必须修复受损脑神经元细胞平衡异常放电，而药物只是通过降低大脑细胞兴奋性来抑制癫痫发作，并不能修复受损脑神经元细胞。去神经内科较权威的医院检查脑神经元细胞受损部位及受损程度，然后进行靶向修复平衡异常放电杜绝癫痫发作。
1879,1879,脑外伤癫痫会因为伤害或者感染引发脑血液循环的改变，还有可能破坏血脑屏障，使其跟神经元胶质的关系遭到破坏，对于大脑的神经系统的正常功能也会打乱，甚至出现紊乱，也会因为生化改变而出现一些大脑功能障碍，使得病灶部位的神经元异常放电，而引发癫痫发作。患者一旦确诊为癫痫就要及时今早的接受治疗。
1880,1880,你好！癫痫是一种慢性疾病，可迁延数年、甚至数十年之久，因而可对患者身体、精神、婚姻以及社会经济地位等，造成严重的不良影响。不能参加游泳、登山、跳水、赛车等运动，也尽量不骑自行车，防止发作时摔伤，或出现交通事故。
1881,1881,目前可以采取抗炎、止疼药物治疗的，一定要注意休息，饮食要以清淡、营养为主，忌辛辣刺激性、油腻的食物的慑入。
1882,1882,药物治疗癫痫是传统治疗癫痫的方式。癫痫病的治疗一定要正规科学，在使用药物的时候一定要在医生的指导下进行，选择什么样的药要根据自己的病情进行选择，治疗癫痫病用药不要一次性使用多种药物，以防止药物之间的冲突。最科学的是使用单一的药物来治疗，药量从小到大缓缓增加。这样治疗癫痫病才会最安全。
1883,1883,是没有损害的。丙戊酸钠缓释片（德巴金）用于治疗全面性及部分性癫痫，以及特殊类型的综合征。亦可用于治疗与双相情感障碍相关的躁狂发作。不良反应：胃肠系统异常，恶心、上腹痛、腹泻。饮食上要少吃生冷辛辣油腻食物。
1884,1884,不知道病人出现这种癫痫发作的情况多长时间了？有没有做过脑电图检查像这种情况也不能排除是蛛网膜下腔出血刺激，能皮层引起的继发性癫痫，这种情况不过不是很常见
1885,1885,目前脑外伤癫痫的治疗方法是很多的，患者可以选择的余地也是很大的，大部分的患者是可以将这种疾病治好的，但是具体的情况还要因人而定。
1886,1886,亲您好：因为癫痫病的话是脑部疾病的，而且如果癫痫频繁发作可影响脑神经细胞功能，造成脑损伤。因为癫痫发作，儿童呼吸会处于停止状态，由此可引起脑部严重缺氧，特别是连续的发作对大脑的影响会更加的明显。这样就会导致对于儿童的脑部伤害是非常大的，很容易导致患者是有智力低下的情况发生的。因为癫痫病的话是脑部疾病的，而且如果癫痫频繁发作可影响脑神经细胞功能，造成脑损伤。因为癫痫发作，儿童呼吸会处于停止状态，由此可引起脑部严重缺氧，特别是连续的发作对大脑的影响会更加的明显。这样就会导致对于儿童的脑部伤害是非常大的，很容易导致患者是有智力低下的情况发生的。希望我的回答能够帮助到您！
1887,1887,一般对于脑垂体瘤术后引发的癫痫疾病首选药物治疗，专业的癫痫科医生会给患者开出足够剂量的药物达到控制癫痫疾病发作的目的，患者服用的药物剂量要遵循不出现药物毒性反应的用药准则，如果有必要的话可以对患者进行血药浓度方面的检查。不同的癫痫疾病类型以及不同的癫痫疾病状况需要采用的药物种类及剂量都不一样，通常脑垂体瘤术后引发的癫痫疾病在停止发作两年以上的时间以后，患者就能够在医生的指导下逐渐减药，直至停药
1888,1888,癫痫病首选药物疗法不过药物的选择需要有针对性才能取得好的疗效患者的情况还需要请权威的专家进行药物调整必要时配合中医治疗。
1889,1889,脑外伤癫痫是属于续发性癫痫病的，遗传的几率还是比较小的，但是患者要注意的是要是对方也是没有癫痫病的情况下，还有是要在自己病情稳定或者是痊愈的情况下再要孩子的，好降低癫痫病遗传的几率的。
1890,1890,患者的情况考虑是癫痫病的问题，与脑的损伤有关。完全的治疗痊愈怕是很难，但可以用药把病情控制住。可考虑选用中药如桂枝茯苓汤、定痫丸、当归芍药散等坚持调治。西药可考虑在医生的指导下选用苯妥英钠、苯巴比妥、卡马西平、丙戊酸钠等。
1891,1891,癫痫病首选药物疗法不过药物的选择需要有针对性才能取得好的疗效患者的情况还需要请权威的专家进行药物调整必要时配合中医治疗。
1892,1892,一般是脑部疾患或脑外伤引起，发作时突然昏倒，全身痉挛，口吐白沫等治疗一般以药物为主比如托吡酯，奥卡西平等控制发作次数，需要长期服用，不要轻易停药
1893,1893,要看具体的病因，除外伤、感染等引起的癫痫是没有遗传性的，其他的是否遗传很难界定。有人认为遗传可影响脑神经细胞的放电频率而有引起癫痫的倾向。国内统计癫痫患者的家族患病率为0。3-19。8%，无论原发性或继发性癫痫，其家族发病率均高于群体，原发性者又高于继发性者。据家族系谱分析，其遗传方式可能为常染色体显性遗传。也可能是多基因遗传，这种遗传方式受遗传因素和环境因素的双重作用，遗传机会为1～10%。
1894,1894,失神发作这种发作多见于儿童和少年期，没有先兆。临床特点为有短暂的意识丧失，突然开始，突然结束，发作时正在进行的活动中断，双目凝视，眼球短暂上翻，如患者在行走时突然呆立不动，如在说话时突然停止或减慢速度，如正在进食时食物就停放在嘴边，整个过程持续几秒钟之后突然消失。建议神经内科进一步就诊。以上是对“儿童突然无意不动是癫痫病的吗”这个问题的建议，希望对您有帮助，祝您健康！
1895,1895,病人若遇到感冒发热时要特别当心，因体温升高可诱发癫痫发作，所以当体温高达39度时则应马上采用降温措施，并加大抗癫痫要的药量，以免癫痫发作。意见建议：癫痫是临床常见的一种神经方面的疾病，其临床的定义为：大脑神经元突发性异常放电，导致短暂的大脑功能障碍的一种慢性疾病，根据临床的治疗方法，一般采取药物治疗，要在医生的指导下坚持服用，是可以控制住的。
1896,1896,癫痫病人的症状：1、植物神经性发作（间脑性癫痫早期症状）：可有头痛型、腹痛型、肢痛型、晕厥型或心血管性发作。无明确病因者为原发性癫痫，继发于颅内肿瘤、外伤、感染、寄生虫病、脑血管病、全身代谢病等引起者为继发性癫痫。2、失神发作（小发作）：突发性精神活动中断，意识丧失、可伴肌阵挛或自动症。一次发作数秒至十余秒。脑电图出现3次/秒棘慢或尖慢波综合。
1897,1897,癫痫是以脑神经元异常放电引起反复痫性发作为特征的脑功能失调综合征。患者突然意识丧失，继之先强直后阵挛性痉挛，常伴尖叫、面色青紫、舌咬伤、口吐白沫或血沫、瞳孔散大，持续数十秒或数分钟后痉挛发作自然停止，进入昏睡状态。一般通过血常规检查、尿常规检查、便常规检查、血生化检查、脑脊液检查、血清或脑脊液氨基酸分析、脑电图、ct、mri、阳离子衍射断层摄影、单光子衍射断层摄影、mri光谱分析仪、神经病理检查。
1898,1898,您好。癫痫是慢性反复发作性短暂脑功能失调综合征。癫痫病因极其复杂，癫痫的治疗可分为控制发作、病因治疗、外科治疗、一般卫生及预防五个方面。其中最重要的是控制发作，目前以药物治疗为主。对癫痫患者要及时诊断，及早治疗，治疗越早脑损伤越小，复发越少，预后越好。
1899,1899,如果你的同学患了胶质瘤，那么确实容易出现继发性癫痫的。像这种癫痫暂时是没有办法治愈的，首先需要行手术治疗胶质瘤，同时还需要在神经内科或者外科医生的指导下，规范的服用抗癫痫药物控制癫痫。药物选择可以口服丙戊酸钠缓释片或者拉莫三嗪等药物治疗。如果一种药物控制癫痫效果不好，还可以叠加其他类型的抗癫痫药物一起治疗。以上用药，谨遵医嘱。
1900,1900,癫痫病也是要分类型的，不是所有类型的癫痫都是遗传的，大部分癫痫是后来因为什么因素导致的。一部分癫痫确有遗传倾向，但遗传性并不非常肯定。对孪生双子罹患癫痫的研究表明，癫痫患儿具有遗传易感性，后天导致的癫痫病一般是不会遗传的。
1901,1901,癫痫患者大脑异常放电可以起始于大脑皮质的一个部分、或局限于该区域或向脑的其他区域扩散，这种异常放电在临床上表现为局灶性发作，可以认为异常放电的起始区就是引起癫痫发作的癫痫灶，如果手术切除引起的癫痫灶，就可以根除癫痫控制发作。
1902,1902,癫痫病患者常年都要靠药物治疗的，在费用上所以花的比较多一些，不过这种病去正规医保定点单位是能报销的，这样能为你省下一些钱的。癫痫是一个比较严重的中舒神经系统的病情，治疗比较困难，一般可以办理特殊门诊，可以报销一部分药物的费用，如果手术治疗，可以报销住院费用一部分。癫痫病需要及早治疗，医保可以报销的，不过具体建议咨询社保部门。
1903,1903,您好！癫痫通过药物治疗是可以减少发作的，但是对癫痫引起智力下降目前没有办法恢复，最好是去医院神经内科治疗癫痫，以免加重更影响智力。
1904,1904,对于癫痫患者来说，其实大可放心，适当的喝点蜂蜜水，是可以起到排毒的左右，对病情恢复有很好的辅助作用。不过什么都要有个量，不可以过多的食用，过多的食用蜂蜜会导致拉肚子，让患者身体更加虚弱，这样对于身体的恢复就会起到反作用。
1905,1905,得了癫痫病一定要及时的治疗，千万不可因为癫痫病花钱较多就放弃治疗，这样只能使病情越来越严重，最后导致患者无法治疗的情况，得不偿失。治疗癫痫选择正规的医院非常重要，因为选择正规的医院治疗会促进病情更好的康复。癫痫的预防需要患者在生活中多注意，避免接触癫痫的诱因。患者在饮食上要忌暴饮暴食，忌刺激性食物，忌烟酒。患者还需要注意不可疲劳，不能用脑过度，不能进行激烈性运动，要保证充足的睡眠。这些没做好的话都有可能诱发癫痫的发作。
1906,1906,您好！可以的。根据您的情况，盐酸氟桂利嗪胶囊用于。脑供血不足，椎动脉缺血，脑血栓形成后等。2。耳鸣，脑晕。3。偏头痛预防。4。癫痫辅助治疗。需连续服药5天。注意在服用期间多喝水，多吃水果蔬菜，调节好自身作息时间，不能吃辛辣食品，烧烤类东西，希望能帮到您！
1907,1907,脑膜炎会引起癫痫的，但不都会引起癫痫。这个是个概率的问题，但是产生癫痫的概率还是比较大的。癫痫是一种脑部神经异常放电的疾病，这种疾病的出现也是有很多原因的，而脑膜炎是其中的一个原因而已。患上脑膜炎的话，也很容易会引起人们的神经出现受损，造成异常放电的现象，所以会导致癫痫的出现。但是大家一定要明确一个问题，脑膜炎是会引起癫痫，但并不都是会引起癫痫的。
1908,1908,你好，必须mri检查，决定治疗方案。
1909,1909,癫痫有很多治疗方法，绝大部分患者选择药物治疗，但是长期服药之后，患者发现药物治疗从根本上解决不了癫痫，目前癫痫患者健康意识都有增强，都希望彻底摆脱药物，所以说药物控制已不是治疗癫痫唯一方法，针对异常放电受损神经元细胞进行修复，控制其异常放电，使大脑微生物电冲动以平衡有序方式产生，解决根本病因，达到临床治疗，在此祝大家早日康复。
1910,1910,您好！癫痫病一般建议规范服用抗癫痫的药物，避免自行停药或间断服药。建议规范用药的同时，生活饮食作息规律，避免饮酒及辛辣刺激食物，避免单独外出或高空作业，保持心情愉快舒畅，避免精神紧张及情绪剧烈波动。用药不能控制或反复发作建议手术治疗
1911,1911,癫痫存在家族聚集性，也就是说，癫痫存在遗传倾向，不仅是原发性癫痫如此，继发性癫痫也是如此。不过这只是说明有遗传素质的人其发作阈值低，易感性增高，遇到某种环境因素时易出现癫痫发作，至于会否发病则由内外因共同决定。
1912,1912,患上癫痫病会对患者造成非常大的伤害，所以一定要尽快的治疗，而现在治疗癫痫病的医院又非常的多，只有找到一家专业的医院治疗才会有效果，这样患者的癫痫才能有很好的治疗。癫痫患者选择医院时，患者要选择有专业治疗团队，先进治疗设备以及技术精湛的专家，癫痫患者在这样的医院能有很好的治疗。所以癫痫患者一定要慎重的选择治疗医院
1913,1913,轻微脑外伤一般是不会导致癫痫的，但是像这种事情也不能够说百分之百没有，特别是额叶颞叶这些地方如果有受伤的情况，就是容易导致继发性癫痫出现的可能
1914,1914,你好，托吡酯片本品用于初诊为癫痫的患者的单药治疗或曾经合并用药现转为单药治疗的癫痫患者。本品用于成人及2-16岁儿童部分性癫痫发作的加用治疗。托吡酯片和南星全蝎胶囊最好是不同时服用，希望我的建议对你有帮助，祝你生活愉快！
1915,1915,你好，你的这个情况目前我建议议如果说真的存在癫痫的话，在发作的时候查脑电图可以看到异常的。另外的这个只有在发作的时候才会出现口吐白沫意识丧失。
1916,1916,脑积水癫痫病这种在治疗上困难很大，只能对症治疗。只是千万不要盲目相信中医“偏方”，应及早实施外科手术，以免错过最佳治疗时机。不是说中医治疗癫痫病效果不好，可能中医方式起不到祛除病因的作用，可以及时带患者前往相关专科医院进行手术治疗，手术后逐步调整颅压，直至正常的范围内，癫痫也会慢慢好转。保持良好的生活规律，避免过度劳累，睡眠不足。
1917,1917,你好，根据你的情况建议你使用盐酸氟桂利嗪胶囊主要作用1。脑供血不足，椎动脉缺血，脑血栓形成后等。2。耳鸣，脑晕。3。偏头痛预防。4。癫痫辅助治疗。适宜人群脑血栓、偏头痛、癫痫患者。用法用量1。包括椎基地底动脉供血不全在内的中枢性眩晕及外周性眩晕，选用氟桂利嗪每日10～20mg，2～8周为1疗程。2。特发性耳鸣者，氟桂利嗪10mg，每晚1次，10天为一个疗程。3。间歇性跛行，氟桂利嗪每日10～20mg。4。偏头痛预防，氟桂利嗪5～10mg，每日两次。5。脑动脉硬化，脑梗塞恢复期；氟桂利嗪每日5～10mg。
1918,1918,如果癫痫频繁的发作，这个是会导致宝孩子的智力发育障碍。因为癫痫的发作就是脑部异常放电导致的。所以有癫痫的患者一定要按时服用抗癫痫药物，不能自己随意加减药物。减少癫痫的发作次数。
1919,1919,癫痫病人的症状都有哪些。癫痫的到来病人们也是要积极地来了解，在及时的发现其症状。1、植物神经性发作（间脑性癫痫早期症状）：可有头痛型、腹痛型、肢痛型、晕厥型或心血管性发作。无明确病因者为原发性癫痫，继发于颅内肿瘤、外伤、感染、寄生虫病、脑血管病、全身代谢病等引起者为继发性癫痫。2、失神发作（小发作）：突发性精神活动中断，意识丧失、可伴肌阵挛或自动症。一次发作数秒至十余秒。脑电图出现3次/秒棘慢或尖慢波综合。3、全身强直-阵挛发作（大发作）：突然意识丧失，继之先强直后阵挛性痉挛。常伴尖叫、面色青紫、尿失禁、舌咬伤、口吐白沫或血沫、瞳孔散大。不间断数十秒或数分钟后痉挛发作自然停止，进入昏睡状态。
1920,1920,您好！神水藏药珊瑚七十味丸是用于脑血栓，脑溢血，冠心病，肢体瘫痪，心动过速或过缓，高血压，小儿麻痹，癫痫及各种神经炎等。尤其对大脑神经和心脏性疾病有特殊功效。每次1丸。将药丸碾碎或嚼碎后用温开水冲服。客服咨询电话400-045-6799。希望这个可以帮到您！祝您生活愉快！
1921,1921,胼胝体发育不全引起的癫痫在发作之后，毋庸置疑的一件事情就是应该积极对其进行治疗，只有这样才可以把握治疗时机，并且还可以尽早稳定病情，让患者收获治愈的喜悦。
1922,1922,你好，癫痫的话，这个是因为脑部异常放电，导致癫痫发作，有癫痫的患者，平时一定要注意多休息，注意饮食清淡，这个不能够停药，这个是可以慢慢的减量，而且把药物控制在维持剂量的，这个是不可以停药的，但是最好在医生的指导下去减药的
1923,1923,卡马西平片时治疗癫痫病的。这种药是需要严格的按照医生的嘱咐去进行的。另外就是在发现自己的身体出现了不良的情况的时候，是需要及时的去进行治疗的。
1924,1924,吃二十五味珊瑚胶囊管用的，二十五味珊瑚胶囊（金珠雅砻）能开窍，通络，止痛。用于“白脉病”，神志不清，身体麻木，头晕目眩，脑部疼痛，血压不调，头痛，癫痫及各种神经性疼痛。
1925,1925,你好，根据你所描述的情况来看，考虑应该是癫痫引起的症状建议你可以服用一些治疗癫痫的药物，平时避免受到刺激，保持心情愉快，祝您健康。
1926,1926,你好！胼胝体发育不良况最好选择手术治疗，可配合中医中药调理，配合肢体保健操及肢体锻炼、药浴逐渐调理，也可根据情况选择针灸治疗，注意饮食及睡眠的规范性。注意休息、注意防寒保暖、多喝热水、合理饮食、规律作息、畅情致放松心情、勿过度劳累、补充维生素、微量元素及钙剂，禁忌辛辣生冷饮食、适当锻炼、提高免疫力、远离嘈杂环境及烟酒刺激、保持良好心态。
1927,1927,您好，癫痫病发作之前部分癫痫病患者在癫痫发作前是会出现一些先驱症状的，也就是所谓的先兆，一般癫痫患者在先兆期会出现一些精神异常表现，如烦躁，或欣快、精神恍惚、多动不安，甚至打人、咬人、毁物，完全不听劝说。大一点的儿童能够说心中烦热，总想吵架。有的患儿发作前有惊恐感，投向亲人怀抱或抓住实物；有的感到有一股气猛地上冲，头发昏胀，随即癫痫发作。当患者预感癫痫即将发作时，应及时通知周围的家人或向周围的人求助，并尽量原地躺下。
1928,1928,外伤后癫痫，建议去当地医院的神经内科就诊，如果目前已经在吃抗癫痫药，咨询开药医生是否需根据病情调整药物剂量，加量或联合药物治疗。在癫痫发作比较严重时，如人事不省，抽搐，首先让患者平卧，立即用手帕或小毛巾包裹筷子或金属属杆状物，放在病者上下牙之间，以免抽搐时咬伤舌头，让患者头偏向一侧，让呕吐物和粘液等流出，避免癫痫患者吸入气管发生堵塞而引起窒息，拨打120，即时送医。一般的小发作无需特殊处理，按时去医院复诊。
1929,1929,癫痫对部分患者的记忆力有影响。既然它是一种神经损伤病，就会对人体有害。但是，因为人们对于事相它对智力的影响，过多常加了精神负担。这样，对于患者的危害，比癫痫还要严重得多。在癫痫患者中，67%精神完全正常，23%稍微有点不正常，有显著影响的大约只有10%。
1930,1930,你好，一、避免学习过度、睡眠不足：青少年癫痫患者不可因学习、娱乐而过度疲劳，引起癫痫发作，应充分休息，保证足够睡眠。同时，也应尽量避免重体力劳动及大运动量锻炼，因这些活动引起的大口呼吸、过度换气也是癫痫诱发因素。二、避免长时间玩电子游戏：电子游戏中产生的突然的闪光、眩目刺眼的光波以及游戏中嘈杂的声音，使精神高度紧张、神经过度兴奋，都会造成大脑神经功能紊乱，导致癫痫发作。
1931,1931,继发性的癫痫大多数都会影响到智力，比如有些人脑部有原发性的疾病，比如脑炎、脑挫伤，在这些疾病之下可能引起继发性癫痫，这种情况几乎对这里都会产生影响。不同类型的癫痫病发作对智力同样会产生一定影响，比如某些儿童是属于痉挛型的癫痫或者精神运动性的癫痫。
1932,1932,在产生脑外伤癫痫疾病时，日常生活中应该注意保暖，防止任何诱发因素的产生，要防止激动或生气以及过度疲劳的情绪问题，饮食上也要尽可能的做到多样化，多吃富含丰富营养容易消化的食物，比如说面食，豆类，瘦肉，鸡蛋，牛奶，鱼类等，尤其应该多吃豆类，新鲜蔬菜，水果，乳制品。
1933,1933,癫痫发作对患者大脑认知功能的损害是永久性的，长此以往下去就会造成患者本身智力急速下降的状况，给自己、家庭和社会带来很大的隐患。并可出现烦躁，注意力不集中，稍微定向力障碍等，除了这个原因外，癫痫病人之所以会出现智力下降的这种现象，还跟多药联合、大剂量的服药都会增加认知功能损害的危险性有关。
1934,1934,癫痫病的遗传不是绝对的。只要我们及时接受治疗，并做好积极的预防，是可以避免癫痫病的遗传的。如果是继发性的癫痫，一般是不会遗传的，不用担心。建议病情稳定后停药半年后再考虑要小孩。后天导致的癫痫，那一般来说是不会有遗传的，因为这个是外伤导致的压迫所致的异常。这个后天所致癫痫相对于先天所致癫痫，遗传性较低，所以不必过度的担心，这个还是应该积极注意伤后的恢复。
1935,1935,目前多数情况不能根治，只能控制的啊。应该是坚持用药，另外防止劳累和感冒和避免饮酒等。常用药物有卡马西平，丙戊酸钠和癫健安片等。不同的发作类型选择不同的药物治疗。
1936,1936,你好这种情况是为外耳道异常引起的你好通常与炎症感染有一定的关系要注意合理的抗炎对症支持治疗建议做个耳部的检查
1937,1937,癫痫俗称羊羔疯，由于大脑神经元细胞群复方超同步异常放电所致的复方性、发作性、短暂性中枢神经系统功能失常为特性脑部疾病，临床上常见的症状：突然失去意识、四肢抽搐、口吐白沫、双眼上翻，诊断癫痫两个基本特征复方性和发作性缺一不可如果有癫痫发作症状而且反复性，已经基本可以诊断为癫痫，建议去医院做脑ct和脑电图检查。
1938,1938,恩，二十五味珊瑚丸开窍、通络、止痛。用于白脉病，神志不清，身体麻木，头晕目眩，脑部疼痛，血压不调，头痛，癫痫及各种神经性疼痛。是需要按照疗程用药的，建议用药3个月复查一次
1939,1939,羊颠疯在医学临床上称为癫痫。癫痫在少数情况下，有不定期遗传影响，对大多数影响不大，影响大小主要与病因有关。原发性患者亲戚中，患者发病率为3—4，继发性患者中为0—1，血缘关系越近发病率越高。父母双方均有癫痫或有一子女已发病，则第三代的发病率为20，
1940,1940,癫痫病人在发作过程中，病人仰卧，在病人的上下臼齿之间放置垫，以防止舌头咬伤。床头床，安全带和其他保护装置，以防止床和碰撞伤害。避免压迫患者的四肢，避免肌肉拉伤、骨折、关节脱位等。还有要注意如果患者是癫痫病持续性发作的话，则是需要及时送医急救治疗的。
1941,1941,一般药物可以控制病情减轻痛苦，但是指标不治本的，可通过开颅手术治疗癫痫。但有些癫痫手术若造成某些重要供应血管痉挛或收缩，致术后病患有偏瘫现象，需要立即给予抗血管收缩药物并配合复健。
1942,1942,你好，季节的变化会导致一些疾病的缠身尤其是在寒冷的冬季人们总会习惯性的和好友聚在一起喝点小酒从而来增添友谊和暖脾胃，殊不知这样的聚会其实隐藏着一系列的隐患和危险尤其是癫痫病患者应注意，大量喝酒易引发癫痫病的发作同时还会在一定程度上加深癫痫病发作的痛苦程度更为甚者还会导致癫痫病发作的频率增加，临床统计长期喝酒和大量喝酒易导致酒精中毒从而出现睡眠障碍，癫痫患者若长期性喝酒会使患者在治疗期间服用药物的浓度降低导致治疗药物发挥不出其充分的药效最终加重癫痫，患者的病情和发病率因此这个冬季癫痫预防秘诀是少喝酒、不喝酒为妙
1943,1943,不管怎么说，癫痫病的危害都是无法估量的，还有一种癫痫病非常的可怕，就是颞叶癫痫病，部分发作患者有所谓的发作期心率过慢综合征，惊厥性癫痫持续状态中引起的呼吸循环衰竭，都可以导致患者死亡。
1944,1944,癫痫病首选药物疗法不过药物的选择需要有针对性才能取得好的疗效患者的情况还需要请权威的专家进行药物调整必要时配合中医治疗。
1945,1945,癫痫大发作多有先兆病征，入肢体麻木感，蚁走感，面部肌肉抽动，头或者身体转向一侧，眼前发黑，闪光两点，味觉异常，腹痛恶心，恐惧感，烦躁等情况，表现较为多样性。建议您出现异常感觉，病有癫痫发作的情况下，需要及时远离危险源，避免坠落伤，咬舌，骨折等并发症，按时服药，控制复发。平时患者要避免情绪刺激，避免症状的发作平时要保证良好的休息和睡眠，保证良好的情绪。
1946,1946,你好，癫痫一定要到正规医院接受正规的治疗，要遵守用药原则的重要性，不可随意增减药物剂量，不能随意停药或换药要坚持长期正规，按时服药，注意药物不良反应一旦发现立即就医，在医生的指导下停药后达3年时间未发作癫痫病，就可视为癫痫治愈了。
1947,1947,是药三分毒，卡马西平片（得理多），5盒一疗程。注意休息、合理饮食、规律作息、畅情志放松心情、勿过于劳累，多锻炼。希望能帮到您。
1948,1948,您好癫痫系一慢性疾病，控制不好，可迁延数年，甚至数十年之久，为此，不少癫痫患者对能否治好这个病持悲观态度。必须指出，大多数癫痫的愈后较好，当然也有少数癫痫难以控制，愈后不理想。癫痫患者应持乐观态度，树立战胜疾病的信心，一定要坚持长期治疗，缓解年限长些再停药（至少2年以上），常用药物有卡马西平，丙戊酸钠和癫健安片等。
1949,1949,癫痫病是有遗传的可能性的。对于男性患者，由于不存在怀孕、生产及哺乳的问题，因此只要男性癫痫患者不存在严重智力障碍、严重精神异常，精神发育迟滞等情况，基本上都是可以生育的。但需要提醒的是，有明确家族史的男性癫痫患者，其基因检查有明确的携带遗传易感性基因的，或已经生育了一个癫痫患儿者，则应尤其谨慎生育或不建议生育。
1950,1950,可以生育，平时保持心情舒畅，不要受惊吓。
1951,1951,这个药号。珊瑚七十味丸镇心，安神，定惊，调血。用于脑血栓，脑溢血，冠心病，肢体瘫痪，心动过速或过缓，高血压，小儿麻痹，癫痫及各种神经炎等。尤其对大脑神经和心脏性疾病有特殊功效。【用法用量】每次1丸。将药丸碾碎或嚼碎后用温开水冲服。
1952,1952,七十味珍珠丸安神，镇静，通经活络，调和气血，醒脑开窍。用于“黑白脉病”、“龙血”不调；中风，瘫痪、半身不遂、癫痫、脑溢血、脑震荡、心脏病、高血压及神经性障碍。研碎后开水送服。重病人一日1克（1丸）；一般每隔3-7天1克（1丸）。
1953,1953,您好，癫痫是由于大脑异常放电引起的，是神经元异常放电的，可以遗传得。癫痫发作的原因有，手术，遗传，外伤，还有就是营养，还有精神性的，还有发烧，还有就是辐射，污染，都可以引起的。
1954,1954,你好，患者年龄较小，各个组织器官柔嫩，功能不完善，对抗癫痫药的吸收、分布、代谢、排泄等都较弱，服用西药会导致肝肾功能异常，记忆力下降，语言表达能力差等毒副作用。建议你用传统中药治疗，见效快，疗效确切，这些中药具有扶正祛邪，安神镇静，活血化淤，祛湿化痰，醒脑开窍、健脾补气、填精益髓等功效，从根本上调理脏腑机能，是彻底治愈癫痫病这一顽症的最佳治疗方案。这些药物的有效成分极易透过血脑屏障，直捣病灶核心组织，抑制脑组织细胞异常放电，迅速与神经间质受体产生竞争抑制，同时修复受损的脑神经细胞，从根本上治愈癫痫发作这一顽疾。祝早日康复！
1955,1955,你好，根据描述脑外伤引起的癫痫。考虑是脑部血管压迫神经引起。建议到医院做脑ct或核磁共振进一步检查。忌大脑受强刺激。注意安全，防止外伤自己坚持定时口服药
1956,1956,您好，癫痫病是一种慢性的脑部疾病，引起癫痫病的原因有遗传因素病毒因素，还有受到外界的严重刺激建议定期去正规的医院做详细的检查，根据医生的诊断结果，及时的采取相应的治疗措施，避免受到外界的严重自己注意，多加休息，不要熬夜
1957,1957,癫痫病虽然是一种慢性顽固性中枢神经系统疾病也被患者视为疑难杂症，但随着医学水平的提升及检查手段的创新，癫痫疾病的关键性病因：明确异常放电的神经元所属神经中枢位置后，进行靶向针对性治疗是完全可以达到根治目的的。前提是进行系统全面且具有针对性的检查，对于明确病因的癫痫，除有效控制发作外要积极治疗原发病（也是诱因），只要做到这些，那么就可以达到根治的治疗效果。
1958,1958,你好！癫痫病传统治疗手段是以药物治疗为主。要正确合理用药，及时调整剂量，注意个体治疗。建议你在正规专业医生检查评估指导下，根据个人的情况，制定适合自己的治疗方案。坚持规律服药，必要时对所用药物进行疗效评估和血药浓度监测。保持良好的心态，坚持治疗预防复发。
1959,1959,脑外伤癫痫给生活带来极大的麻烦，不仅仅让自己受尽痛苦，还影响到家人的生活，脑外伤癫痫频繁发作这跟颅内异物或发生过血肿、感染等并发症有直接关系，不但如此发生晚期癫痫的机会或者癫痫恶化的机会也成倍增加。
1960,1960,由于癫痫病具有反复发作的特点，而且这种疾病属于慢性疾病，需要长期用药控制和治疗才能取得更好疗效，要是患者没有及时对症治疗，或者总是半途而废，都会容易造成疾病反复发作，给治愈这种疾病增加难度不说，也会有可能威胁到患者的生命健康，所以说患有这种疾病的患者有必要重视疾病的早期治疗。
1961,1961,因为癫痫病儿童在年幼、心智方面还没有那么成熟，所以生活上的注意事项还是很多的。尤其是饮食方面的指导，在饮食方面对癫痫的治疗也起到很大的辅助作用。儿童癫痫病的饮食切忌过饥或过饱，在合理饮食外，多食蔬菜水果。多食粗粮，鱼、虾、蛋、奶等食物，要增加维生素b、c的摄入，儿童多次发生癫痫病情，常可引起低血钙的发生，所以要儿童多次发生煽痈，常可引起低血钙的发生。要供给丰富的蛋白质，应该让儿童多吃些鸡蛋、瘦肉、牛奶豆制品等含优质蛋白的食物。
1962,1962,你好，癫痫一旦找到可以完全控制发作的药物和剂量，就应不间断地应用。一般应于发作完全控制后，如无不良反应再继续服用3～5年，方可考虑停药或慢慢减药，但这些都是要在熟悉病情的医师评估后才能决定，减药以及停药要尊医嘱执行。建议神经内科进一步检查后更改药物方案。
1963,1963,脑灰质异位所致癫痫是目前最难治疗的癫痫类型由于癫痫灶与灰质异位灶的关系仍不明确所以手术疗效比其他病变所导致的癫痫差
